"","country","year","web.cap","elec.cap","gdp.cap","sec.cap","ter.cap","edubux","fHIV","mHIV","tHIV","teenmom","contrac","ter.gdr","wrk.fem","pop"
"1045","Macedonia, FYR",2010,51.9,99,4442.29997217829,81.9113235473633,37.0747909545898,NA,0.1,0.1,0.1,NA,NA,116.825997829437,42.2,2102216
"1046","Macedonia, FYR",2009,51.77,NA,4433.85708225151,80.2975311279297,38.9828605651855,NA,0.1,0.1,0.1,NA,NA,118.483996391296,42.2,2100558
"1047","Macedonia, FYR",2008,46.04,NA,4685.62016642279,80.1425476074219,39.1127014160156,NA,0.1,0.1,0.1,NA,NA,119.625997543335,41.9,2098769
"1048","Macedonia, FYR",2007,36.3,NA,3891.89534602789,80.2016906738281,34.7880401611328,NA,0.1,0.1,0.1,NA,NA,125.944995880127,43,2096620
"1049","Macedonia, FYR",2006,28.62,NA,3133.31921230389,NA,28.9863090515137,NA,0.1,0.1,0.1,NA,NA,137.522995471954,42.6,2093801
"1050","Macedonia, FYR",2005,26.45,NA,2863.96317970822,80.1369781494141,29.630069732666,NA,0.1,0.1,0.1,NA,13.5,137.736999988556,42.6,2090044
"1051","Madagascar",2011,1.9,NA,456.327896822183,36.5952415466309,4.00570011138916,19.7796993255615,0.3,0.2,0.5,NA,NA,92.7230000495911,NA,21678934
"1052","Madagascar",2010,1.7,14.3,414.142787218657,NA,3.60552000999451,NA,0.3,0.3,0.5,NA,NA,91.1660015583038,35.4,21079532
"1053","Madagascar",2009,1.63,NA,417.178525982947,30.38503074646,3.43829011917114,22.5858306884766,0.3,0.3,0.6,31.7,39.9,90.336000919342,NA,20495695
"1054","Madagascar",2008,1.65,NA,472.379399752935,29.0421504974365,3.24326992034912,16.2581405639648,0.4,0.3,0.6,NA,NA,89.3700003623962,NA,19926785
"1055","Madagascar",2007,0.65,NA,379.067415268428,26.4783096313477,3.33787989616394,18.0445499420166,0.4,0.3,0.6,NA,NA,88.6590003967285,NA,19371023
"1056","Madagascar",2006,0.607552238860378,NA,292.990944306541,23.8917293548584,2.98938989639282,15.3241901397705,0.4,0.4,0.7,NA,NA,87.2259974479675,NA,18826126
"1057","Madagascar",2005,0.567721802237403,NA,275.515822511113,21.1482791900635,2.82939004898071,18.0330390930176,0.4,0.4,0.7,NA,NA,89.1200006008148,37.7,18290394
